archivo;old_title;new_title;old_artist;new_artist;old_cantor;new_cantor;old_year;new_year;old_genre;new_genre;old_composer;new_composer
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Fresedo\Osvaldo Fresedo, Roberto Ray - En La Huella Del Dolor.flac;En La Huella Del Dolor;En la huella del dolor;Osvaldo Fresedo;Osvaldo Fresedo;Roberto Ray;Roberto Ray;1934;1934-04-27;tango;tango;Guillermo Del Ciancio;Musica: Guillermo Del Ciancio - Letra: Guillermo Del Ciancio
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Dagostino\Angel D'Agostino, Ángel Vargas - No vendrá.flac;No vendrá;No vendra;Ángel D'Agostino;Ángel D'Agostino;Ángel Vargas;Ángel Vargas;1945;1945-11-02;tango;tango;;Musica: Enrique Cadícamo - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Dagostino\Angel D'Agostino, Ángel Vargas - Una pena.flac;Una pena;Una pena;Ángel D'Agostino;Ángel D'Agostino;Ángel Vargas;Ángel Vargas;1941;1941-11-05;tango;tango;Aut: Arturo Luis Albert, Com: Adolfo Rosquellas;Musica: Adolfo Rosquellas - Letra: Arturo Albert
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo - Cachirulo.flac;Cachirulo;Cachirulo;Aníbal Troilo;Aníbal Troilo;;;1941;1941-03-04;tango;tango;;Musica: Francisco Cafiero
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo - Cordón De Oro.flac;Cordón De Oro;Cordón de oro;Aníbal Troilo;Aníbal Troilo;;;1941;1941-07-18;tango;tango;Carlos Posadas;Musica: Carlos Posadas
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo - Guapeando.flac;Guapeando;Guapeando;Aníbal Troilo;Aníbal Troilo;;;1941;1941-07-11;tango;tango;Juan Larenza;Musica: Juan Larenza
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Biagi\Rodolfo Biagi, Teófilo Ibáñez - Viejo Portón.flac;Viejo Portón;Viejo portón;Rodolfo Biagi;Rodolfo Biagi;Teófilo Ibáñez;Teófilo Ibáñez;10/09/1938;1938-10-17;tango vals;tango vals;;Musica: Héctor Palacios - Letra: Máximo Orsi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Biagi\Rodolfo Biagi, Andrés Falgás - Dichas Que Viví.flac;Dichas Que Viví;Dichas que viví;Rodolfo Biagi;Rodolfo Biagi;Andrés Falgás;Andrés Falgás;24/09/1939;1939-07-13;tango vals;tango vals;;Musica: Fernando José Lupi - Letra: Enrique Lupi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Biagi\Rodolfo Biagi, Teófilo Ibáñez - Loca De Amor (la Loca De Amor).flac;Loca De Amor;Loca de amor (La loca de amor);Rodolfo Biagi;Rodolfo Biagi;Teófilo Ibáñez;Teófilo Ibáñez;11/02/1939;1938-11-15;tango vals;tango vals;E.Caviglia-R.J.Podesta;Musica: Pablo Vázquez - Letra: Ricardo Podestá
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raul Iriarte - La noche que te fuiste.flac;La noche que te fuiste;La noche que te fuiste;Miguel Caló;Miguel Caló;Raúl Iriarte;Raul Iriarte;1945;1945-02-20;tango;tango;Osmar Maderna;Musica: Osmar Maderna - Letra: José María Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raúl Berón - Margarita Gauthier.flac;Margarita Gauthier;Margarita Gauthier;Miguel Caló;Miguel Caló;Raúl Berón;Raúl Berón;09-09-1942;1942-09-09;tango;tango;Julio Jorge Nelson & Joaquín Mora;Musica: Joaquín Mora - Letra: Julio Jorge Nelson
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raúl Berón - Jamás retornarás.flac;Jamás retornarás;Jamás retornarás;Miguel Caló;Miguel Caló;Raúl Berón;Raúl Berón;09-10-1942;1942-10-09;tango;tango;Aut: Osmar Maderna, Com: Miguel Caló;Musica: Osmar Maderna y Miguel Caló - Letra: Osmar Maderna y Miguel Caló
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\De Angelis\Alfredo De Angelis, Juan Carlos Godoy - Entre Tu Amor y Mi Amor.flac;Entre Tu Amor Y Mi Amor;Entre tu amor y mi amor;Alfredo De Angelis;Alfredo de Angelis;Juan Carlos Godoy;Juan Carlos Godoy;20/02/1959;1959-08-18;tango;tango;;Musica: Juan Pomati - Letra: Leopoldo Díaz Vélez
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\De Angelis\Alfredo De Angelis, Juan Carlos Godoy - Obsesión.flac;Obsesión;Obsesión;Alfredo De Angelis;Alfredo de Angelis;Juan Carlos Godoy;Juan Carlos Godoy;1964;1964-05;tango;tango;Ricardo Lanzetta;Musica: Ricardo Lanzetta - Letra: Ricardo Lanzetta
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\De Angelis\Alfredo De Angelis, Juan Carlos Godoy - Quien Tiene Tu Amor.flac;Quien Tiene Tu Amor;Quién tiene tu amor;Alfredo De Angelis;Alfredo de Angelis;Juan Carlos Godoy;Juan Carlos Godoy;1958;1958-08-21;tango;tango;;Musica: Leopoldo Díaz Vélez - Letra: Leopoldo Díaz Vélez
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese, Alberto Moran - Ahora no me conoces.flac;Ahora no me conocés;Ahora no me conocés;Osvaldo Pugliese;Osvaldo Pugliese;Alberto Morán;Alberto Moran;27/06/1952;1952-06-27;tango;tango;musica: Armando Baliotti - letra: Carlos Giampetruzzi;Musica: Armando Baliotti - Letra: Carlos Giampetruzzi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese, Alberto Moran - El Abrojito.flac;El abrojito;El abrojito;Osvaldo Pugliese;Osvaldo Pugliese;Alberto Morán;Alberto Moran;01/01/1945;1945-07-24;tango;tango;musica: Luis Bernstein - letra: Jesús Fernández Blanco;Musica: Luis Bernstein - Letra: Jesús Fernández Blanco
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese, Alberto Morán - Yuyo Verde.flac;Yuyo verde;Yuyo Verde;Osvaldo Pugliese;Osvaldo Pugliese;Alberto Morán;Alberto Moran;01/01/1945;1945-01-25;tango;tango;Musica: Domingo Federico - Letra: Homero Expósito;Musica: Domingo Federico - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - Que Importa.flac;Qué importa;Qué importa;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;10/04/1939;1939-09-27;tango;tango;Aut: Juan Carlos Thorry, Com: Ricardo Tanturi;Musica: Ricardo Tanturi - Letra: Juan Carlos Thorry
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - Amarroto.flac;Amarroto;Amarroto;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;12/09/1951;1951-09-12;tango;tango;Aut: Miguel Bucino, Com: Juan Cao;Musica: Juan Cao - Letra: Miguel Bucino
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - Dos dedos.flac;Dos dedos;Dos dedos;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;15-09-1970;1970-09-15;tango;tango;Com: Carlos Acosta;Musica: Carlos Acosta - Letra: Carlos Acosta
