archivo;old_title;new_title;old_artist;new_artist;old_cantor;new_cantor;old_year;new_year;old_genre;new_genre;old_composer;new_composer
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Enrique Rodriguez\Enrique Rodriguez, Armando Moreno - En la Buena y en la Mala.flac;En la Buena y en la Mala;En la buena y en la mala;Enrique Rodríguez;Enrique Rodríguez;Armando Moreno;Armando Moreno;01/12/1940;1940-06-04;tango;tango;E. Rodríguez - E. Cadícamo;Musica: Enrique Rodríguez - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Enrique Rodriguez\Enrique Rodriguez, Armando Moreno - La Gayola.flac;La Gayola;La gayola;Enrique Rodríguez;Enrique Rodríguez;Armando Moreno;Armando Moreno;1941;1941-06-09;tango;tango;Rafael Tuegols;Musica: Rafael Tuegols - Letra: Armando Tagini
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - Pata ancha.flac;Pata ancha;Pata ancha;Osvaldo Pugliese;Osvaldo Pugliese;;;01/01/1957;1957-05-13;tango;tango;Mario Demarco;Musica: Mario Demarco
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - La bordona.flac;La bordona;La bordona;Osvaldo Pugliese;Osvaldo Pugliese;;;06-08-1958;1958-08-06;tango;tango;Emilio Balcarce;Musica: Emilio Balcarce
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - Gallo ciego.flac;Gallo ciego;Gallo ciego;Osvaldo Pugliese;Osvaldo Pugliese;;;23-07-1959;1959-07-23;tango;tango;Agustín Bardi;Musica: Agustin Bardi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Lomuto\Francisco Lomuto, Fernando Diaz - No Hay Tierra Como la Mia.flac;No hay tierra como la mía;No hay tierra como la mia;Francisco Lomuto;Francisco Lomuto;Fernando Díaz;Fernando Díaz;1939;1939-09-08;tango milonga;tango milonga;Aut: Enrique Cadícamo, Com: Charlo;Musica: Charlo - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Lomuto\Francisco Lomuto, Jorge Omar - Que Tiempo Aquel.flac;Que Tiempo Aquel;Que tiempo aquel;Francisco Lomuto;Francisco Lomuto;Jorge Omar;Jorge Omar;1938;1938-02-24;tango milonga;tango milonga;;Musica: Francisco Lomuto - Letra: Celedonio Flores
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Canaro\Francisco Canaro, Roberto Maida - Ciego.flac;Ciego;Ciego;Francisco Canaro;Francisco Canaro;Roberto Maida;Roberto Maida;1935;1935-03-25;tango;tango;;Musica: Luis Rubistein - Letra: Luis Rubistein
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Canaro\Francisco Canaro, Roberto Maida - Mi Noche Triste.flac;Mi Noche Triste;Mi noche triste;Francisco Canaro;Francisco Canaro;Roberto Maida;Roberto Maida;1936;1936-07-14;tango;tango;Aut: Pascual Contursi, Com: Samuel Castriota;Musica: Samuel Castriota - Letra: Pascual Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - No Nos Veremos Nunca.mp3;No nos veremos nuncas;No nos veremos nunca;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;1944;1944-08-29;tango;tango;Juan D'arienzo - Carlos Waiss;Musica: Juan D'Arienzo - Letra: Carlos Waiss
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - La Madrugada 2.flac;La Madrugada;La madrugada;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;1944-09-21;1944-09-21;tango;tango;A. Maffia, C. Castillo;Musica: Ángel Maffia - Letra: Cátulo Castillo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Alberto Echagüe - Mandria.flac;Mandria;Mandria;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;1939;1939-08-09;tango;tango;;Musica: Juan Rodríguez - Letra: Francisco Brancatti y Juan Velich
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Alberto Podestá - Pedacito de cielo.flac;Pedacito de cielo;Pedacito de cielo;Miguel Caló;Miguel Caló;Alberto Podestá;Alberto Podestá;1942;1942-09-02;tango vals;tango vals;Enrique Mario Francini;Musica: Enrique Francini y Héctor Stamponi - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raúl Iriarte - Flor De Lino.flac;Flor De Lino;Flor de lino;Miguel Caló;Miguel Caló;Raúl Iriarte;Raul Iriarte;1946;1946-12-03;tango vals;tango vals;Héctor Stamponi & Homero Expósito;Musica: Héctor Stamponi - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo, Alberto Marino - Tal Vez Será Su Voz.flac;Tal vez será su voz;Tal vez será su voz (Tal vez será mi alcohol);Aníbal Troilo;Aníbal Troilo;Alberto Marino;Alberto Marino;1943-08-04;1943-08-04;tango;tango;Aut: Homero Manzi, Com: Lucio Demare;Musica: Lucio Demare - Letra: Homero Manzi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo, Alberto Marino - Cotorrita de la Suerte.flac;Cotorrita de la suerte;Cotorrita de la suerte;Aníbal Troilo;Aníbal Troilo;Alberto Marino;Alberto Marino;1945-06-28;1945-06-28;tango;tango;Aut: José De Grandis, Com: Alfredo De Franco;Musica: Alfredo De Franco - Letra: José De Grandis
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Troilo\Aníbal Troilo, Alberto Marino - María.flac;María;María;Aníbal Troilo;Aníbal Troilo;Alberto Marino;Alberto Marino;1945-10-09;1945-10-09;tango;tango;Aut: Cátulo Castillo, Com: Aníbal Troilo;Musica: Aníbal Troilo - Letra: Cátulo Castillo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Edgardo Donato\Edgardo Donato, Horacio Lagos - Te Busco.flac;Te Busco;Te busco;Edgardo Donato;Edgardo Donato;Horacio Lagos;Horacio Lagos;1941;1941-07-21;tango;tango;;Musica: Edgardo Donato - Letra: Héctor Marcó
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Edgardo Donato\Edgardo Donato, Horacio Lagos - A Oscuras.flac;A Oscuras;A oscuras;Edgardo Donato;Edgardo Donato;Horacio Lagos;Horacio Lagos;1941;1941-06-11;tango;tango;;Musica: Ascanio Donato - Letra: Héctor Marcó
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Edgardo Donato\Edgardo Donato, Horacio Lagos - El adiós.flac;El adiós;El adiós;Edgardo Donato;Edgardo Donato;Horacio Lagos;Horacio Lagos;1938;1938-04-02;tango;tango;Maruja Pachecho Huergo & Vicente San Clemente;Musica: Maruja Pacheco Huergo - Letra: Virgilio San Clemente
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Laurenz\Pedro Laurenz, Alberto Podestá - Garúa.flac;Garúa;Garúa;Pedro Laurenz;Pedro Laurenz;Alberto Podestá;Alberto Podestá;1943;1943-08-06;tango;tango;;Musica: Aníbal Troilo - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Laurenz\Pedro Laurenz, Alberto Podestá - Que Nunca Me Falte.flac;Que Nunca Me Falte;Que nunca me falte;Pedro Laurenz;Pedro Laurenz;Alberto Podestá;Alberto Podestá;1943;1943-09-22;tango;tango;;Musica: Héctor Morales - Letra: Héctor Marcó
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Laurenz\Pedro Laurenz, Alberto Podestá - Recién.flac;Recién;Recién;Pedro Laurenz;Pedro Laurenz;Alberto Podestá;Alberto Podestá;1943;1943-09-22;tango;tango;;Musica: Osvaldo Pugliese - Letra: Homero Manzi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Enrique Campos - Sollozo De Bandoneón.flac;Sollozo de bandoneón;Sollozo de bandoneón;Ricardo Tanturi;Ricardo Tanturi;Enrique Campos;Enrique Campos;1943;1943-12-16;tango;tango;Aut: Enrique Cadícamo , Com: Ricardo Tanturi;Musica: Ricardo Tanturi - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'arienzo, Héctor Mauré - Si La Llegaran A Ver.flac;Si la llegaran a ver;Si la llegaran a ver;Juan D'Arienzo;Juan D'Arienzo;Héctor Mauré;Héctor Mauré;1943-09-28;1943-09-28;tango;tango;J. D'Arienzo, E. Cadícamo;Musica: Juan D'Arienzo - Letra: Enrique Cadícamo
