archivo;old_title;new_title;old_artist;new_artist;old_cantor;new_cantor;old_year;new_year;old_genre;new_genre;old_composer;new_composer
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\De Angelis\Alfredo De Angelis  Carlos Dante - Que Nadie Sepa Mi Sufrir.flac;Que nadie sepa mi sufrir;Que nadie sepa mi sufrir;Alfredo De Angelis;Alfredo de Angelis;Carlos Dante;Carlos Dante;01/01/1953;1953-12-18;tango vals;tango vals;Ángel Cabral - Enrique Dizeo;Musica: Ángel Cabral - Letra: Enrique Dizeo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Basso\Jose Basso,  Floreal Ruiz - Por la vuelta 1.flac;Por la vuelta;Por la vuelta;Jose Basso;José Basso;Floreal Ruiz;Floreal Ruiz;1956;1956-06-11;tango;tango;José Tinelli - Enrique Cadicamo;Musica: José Tinelli - Letra: Enrique Cadícamo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Basso\Jose Basso,  Floreal Ruiz - Y Todavía Te Quiero.flac;Y todavía te quiero;Y todavia te quiero;Jose Basso;José Basso;Floreal Ruiz;Floreal Ruiz;1956;1956-06-11;tango;tango;Musica: Luciano Leocata - Letra: Abel Aznar;Musica: Luciano Leocata - Letra: Abel Aznar
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Basso\Jose Basso,  Floreal Ruiz - Quedemonos aqui 1.flac;Quedémonos Aquí;Quedémonos aquí;Jose Basso;José Basso;Floreal Ruiz;Floreal Ruiz;1957;1957-03-27;tango;tango;Stamponi;Musica: Héctor Stamponi - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Enrique Campos - Una emocion 77386_TT.flac;Una emoción;Una emoción;Ricardo Tanturi;Ricardo Tanturi;Enrique Campos;Enrique Campos;1943;1943-11-17;tango;tango;Aut: José María Suñé, Com: Raúl Kaplún;Musica: Raúl Kaplún - Letra: José María Suñé
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Enrique Campos - Discos de Gardel 80630-1_TT.flac;Discos de Gardel;Discos de Gardel;Ricardo Tanturi;Ricardo Tanturi;Enrique Campos;Enrique Campos;1945;1945-05-03;tango;tango;Aut: Horacio Sanguinetti, Com: Eduardo Del Piano;Musica: Eduardo Del Piano - Letra: Horacio Sanguinetti
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Enrique Campos - Oigo tu voz.flac;Oigo Tu Voz;Oigo tu voz;Ricardo Tanturi;Ricardo Tanturi;Enrique Campos;Enrique Campos;24/09/1943;1943-11-17;tango;tango;Musica: Mario Canaro - Letra: Francisco García Jiménez;Musica: Mario Canaro - Letra: Francisco García Jiménez
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Alberto Echagüe - Trago Amargo 39160-1_RP.flac;Trago amargo;Trago amargo;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;22/12/1939;1939-12-22;tango;tango;Aut: Julio Navarrine, Com: Rafael Iriarte;Musica: Rafael Iriarte - Letra: Julio Navarrine
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Alberto Echagüe - La Madrugada.mp3;La Madrugada;La madrugada;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;1944;1944-09-21;tango;tango;;Musica: Ángel Maffia - Letra: Cátulo Castillo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Alberto Echagüe - Que importa 12956-1_RP.aif;Qué importa;Qué importa;Juan D'Arienzo;Juan D'Arienzo;Alberto Echagüe;Alberto Echagüe;1939;1939-09-27;tango;tango;Aut: Juan Carlos Thorry, Com: Ricardo Tanturi;Musica: Ricardo Tanturi - Letra: Juan Carlos Thorry
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Canaro\Francisco Canaro - Milonga de mis amores.flac;Milonga de mis amores;Milonga de mis amores;Francisco Canaro;Francisco Canaro;;;1937;1937-05-26;tango milonga;tango milonga;Com: Pedro Laurenz;Musica: Pedro Laurenz - Letra: José María Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Canaro\Francisco Canaro - Reliquias porteñas.flac;Reliquias porteñas;Reliquias porteñas;Francisco Canaro;Francisco Canaro;;;1938;1938-07-14;tango milonga;tango milonga;Com: Graciano De Leone;Musica: Graciano De Leone - Letra: Celedonio Flores
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - La Tupungatina.flac;La Tupungatina;La tupungatina;Osvaldo Pugliese;Osvaldo Pugliese;;;1952;1952-11-13;tango;tango;;Musica: Cristino Tapia - Letra: Cristino Tapia
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - Recuerdo.flac;Recuerdo;Recuerdo;Osvaldo Pugliese;Osvaldo Pugliese;;;1944;1944-03-31;tango;tango;Osvaldo Pugliese;Musica: Osvaldo Pugliese - Letra: Eduardo Moreno
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Pugliese\Osvaldo Pugliese - Patético.flac;Patético;Patético;Osvaldo Pugliese;Osvaldo Pugliese;;;1948;1948-04-06;tango;tango;Osvaldo Pugliese;Musica: Jorge Caldara
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Alberto Castillo - Noches de colon.flac;Noches de Colón;Noches de Colón (El alma de la calle);Ricardo Tanturi;Ricardo Tanturi;Alberto Castillo;Alberto Castillo;22/09/1941;1941-08-14;tango;tango;Aut: Roberto Cayol, Com: Raúl De Los Hoyos;Musica: Raúl de los Hoyos - Letra: Roberto Cayol
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Tanturi\Ricardo Tanturi, Alberto Castillo - Esta Noche Me Emborracho.flac;Esta noche me emborracho;Esta noche me emborracho;Ricardo Tanturi;Ricardo Tanturi;Alberto Castillo;Alberto Castillo;1942;1942-08-14;tango;tango;Aut: Enrique Santos Discépolo, Com: Enrique Santos Discépolo;Musica: Enrique Santos Discepolo - Letra: Enrique Santos Discepolo
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Malerba\Ricardo Malerba, Orlando Medina - Embrujamiento.flac;Embrujamiento;Embrujamiento;Ricardo Malerba;Ricardo Malerba;Orlando Medina;Orlando Medina;12/02/1943;1943-02-12;tango;tango;Musica: Ricardo Malerba - Letra: Manuel Ferradás Campos;Musica: Ricardo Malerba y Dante Smurra - Letra: Manuel Ferradás Campos
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Malerba\Ricardo Malerba, Orlando Medina - Gitana Rusa.flac;Gitana rusa;Gitana rusa;Ricardo Malerba;Ricardo Malerba;Orlando Medina;Orlando Medina;05/10/1942;1942-10-05;tango;tango;Musica: Juan Sánchez Gorio - Letra: Horacio Sanguinetti;Musica: Juan Sánchez Gorio - Letra: Horacio Sanguinetti
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Malerba\Ricardo Malerba, Orlando Medina - La Piba de los Jazmines.flac;La piba de los jazmines;La piba de los jazmines;Ricardo Malerba;Ricardo Malerba;Orlando Medina;Orlando Medina;18/01/1943;1943-01-18;tango;tango;Musica: Ricardo Malerba - Letra: Julio Navarrine;Musica: Ricardo Malerba y Dante Smurra - Letra: Julio Navarrine
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Alberto Podestá - Bajo Un Cielo De Estrellas.flac;Bajo un cielo de estrellas;Bajo un cielo de estrellas;Miguel Caló;Miguel Caló;Alberto Podestá;Alberto Podestá;01/01/1941;1941-03-12;tango vals;tango vals;Enrique Mario Francini;Musica: Enrique Francini y Héctor Stamponi - Letra: José María Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Alberto Podestá - Pedacito de Cielo 12191_RP.flac;Pedacito de cielo;Pedacito de cielo;Miguel Caló;Miguel Caló;Alberto Podestá;Alberto Podestá;1942;1942-09-02;tango vals;tango vals;Aut: Homero Expósito, Com: Héctor Stamponi, Enrique Mario Francini;Musica: Enrique Francini y Héctor Stamponi - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raul Iriarte - Flor de Lino.flac;Flor de lino;Flor de lino;Miguel Caló;Miguel Caló;Raúl Iriarte;Raul Iriarte;1946;1946-12-03;tango vals;tango vals;Aut: Homero Expósito, Com: Héctor Stamponi;Musica: Héctor Stamponi - Letra: Homero Expósito
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Di Sarli\Carlos Di Sarli, Alberto Podestá - Junto a Tu Corazon.mp3;Junto A Tu Corazon;Junto a tu corazón;Carlos Di Sarli;Carlos di Sarli;Alberto Podestá;Alberto Podestá;1942;1942-06-23;tango;tango;Aut: José María Contursi, Com: Enrique Mario Francini, Héctor Luciano Stamponi;Musica: Enrique Francini y Héctor Stamponi - Letra: José María Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Di Sarli\Carlos Di Sarli, Alberto Podestá - Nada 1.flac;Nada;Nada;Carlos Di Sarli;Carlos di Sarli;Alberto Podestá;Alberto Podestá;1944;1944-04-13;tango;tango;;Musica: José Dames - Letra: Horacio Sanguinetti
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raul Iriarte - La Noche Que Te Fuiste 14448_RP.flac;La Noche Que Te Fuiste;La noche que te fuiste;Miguel Caló;Miguel Caló;Raúl Iriarte;Raul Iriarte;1945;1945-02-20;tango;tango;Aut: José María Contursi, Com: Osmar Maderna;Musica: Osmar Maderna - Letra: José María Contursi
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raul Iriarte - La Vi Llegar 13709_RP.flac;La Vi Llegar;La vi llegar;Miguel Caló;Miguel Caló;Raúl Iriarte;Raul Iriarte;1944;1944-04-19;tango;tango;Aut: Julián Centeya, Com: Enrique Mario Francini;Musica: Enrique Francini - Letra: Julián Centeya
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Calo\Miguel Caló, Raúl Berón - Jamás Retornarás 12290_RP.flac;Jamás retornarás;Jamás retornarás;Miguel Caló;Miguel Caló;Raúl Berón;Raúl Berón;1942;1942-10-09;tango;tango;Aut: Osmar Maderna, Com: Miguel Caló;Musica: Osmar Maderna y Miguel Caló - Letra: Osmar Maderna y Miguel Caló
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Héctor Mauré - Amarras.flac;Amarras;Amarras;Juan D'Arienzo;Juan D'Arienzo;Héctor Mauré;Héctor Mauré;18/05/1944;1944-07-21;tango;tango;C. Marchisio - C. Santiago;Musica: Carlos Marchisio - Letra: Carmelo Santiago
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Héctor Mauré - El Olivo.flac;El olivo;El olivo;Juan D'Arienzo;Juan D'Arienzo;Héctor Mauré;Héctor Mauré;14-07-1941;1941-07-14;tango;tango;A.Scatasso-D.J.Vivas-C.P.Cabral;Musica: Antonio Scatasso y Domingo Julio Vivas - Letra: Carlos Cabral
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo, Héctor Mauré - Tierrita.flac;Tierrita;Tierrita;Juan D'Arienzo;Juan D'Arienzo;Héctor Mauré;Héctor Mauré;02/02/1941;1941-06-09;tango;tango;Musica: Agustín Bardi - Letra: Juan Andrés Caruso;Musica: Agustín Bardi - Letra: Jesús Fernández Blanco
D:\Dropbox\MUSICA\MP3\TANGO\Edmundo\Darienzo\Juan D'Arienzo - La Cumparsita.mp3;La cumparsita;La cumparsita;Juan D'Arienzo;Juan D'Arienzo;;;1971;1971-12-07;tango;tango;Aut: Enrique Pedro Maroni, Pascual Contursi, Com: Gerardo Matos Rodríguez;Musica: Gerardo Matos Rodriguez - Letra: Gerardo Matos Rodriguez
