title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
Cuando Tallan Los Recuerdos-Tango De Rossi Y Cadicamo - 1980,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1977-1978-1979-1980\13-cuando tallan los recuerdos-tango de rossi y cadicamo - 1980.mp3,True,True,1,False,True,False
De Espaldas- De Abel Cordoba Y Ottaviani,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1981 - 1982 - Todas sus grabaciones\21-1982 - osvaldo pugliese & abel córdoba - de espaldas- de abel cordoba y ottaviani.mp3,True,False,0,False,True,False
De Pura Cepa De Ceglie Y Sosa Cordero - 1980,Osvaldo Pugliese,1980,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1977-1978-1979-1980\16 de pura cepa - INSTRUMENTAL DE CEGLIE Y SOSA CORDERO - 1980.mp3,True,True,1,False,True,False
Didí,Osvaldo Pugliese,1967-06,tango,Musica: Roberto Firpo,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1967 - Todas sus grabaciones\08-osvaldo pugliese-didi- instrumental de firpo - 1967.mp3,False,False,1,False,False,True
"El Arranque  -  Pugliese,  1944.08.22",Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\Osvaldo Pugliese-El Arranque  -  Pugliese,  1944.08.22.mp3",True,True,3,False,True,False
El Dia De Tu Ausencia-Arcos Y Galvan-1944,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1943 - 1944 - Todas sus grabaciones\11- osvaldo pugliese & roberto chanel - el dia de tu ausencia-arcos y galvan-1944.mp3,True,True,1,False,True,False
El Jubilado'- De Edmundo Rivero Y Alposta,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1970 - 1972 - Todas sus grabaciones\19-1972 - osvaldo pugliese & abel cordoba - poema n 2 'el jubilado'- de edmundo rivero y alposta.mp3,True,False,0,False,True,False
El Mate Amargo-Herrero-Marvill 27-6-51,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1951 - 1952 - Todas sus grabaciones\04- osvaldo pugliese & alberto moran - el mate amargo-Herrero-Marvill 27-6-51.mp3,True,True,2,False,True,False
El monito,Osvaldo Pugliese,1945-06-12,tango,Musica: Julio De Caro - Letra: Juan Carlos Marambio Catán,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\Osvaldo Pugliese-El Monito  -  Pugli  -  12-06-45.mp3,False,False,1,False,False,True
El Remate-Alberto Pugliese-1944,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1943 - 1944 - Todas sus grabaciones\10-(osvaldo pugliese)-el remate-alberto pugliese-1944.mp3,True,True,1,False,True,False
