 BPM, POPULARITY,AUTHOR,AUTHOR (2),COMPOSER,DATE,DIRECTOR,LYRICS,ORCHESTRA,SINGER,SOLOIST,TITLE,URL
,,,,,1939-10-13,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Ernesto Fama,,Donde esta el novio (RANCHERA),https://www.el-recodo.com/music?id=04833&lang=en
,,Jesús Fernández Blanco,,Luis Canaro,1933-09-01,,"Sufro...
Porque sé que el sufrimiento,
Purifica el sentimiento
Y hace eterna la ilusión.

Sufro...
Porque tanto te he querido,
Que hasta el último latido
Te amará mi corazón.

Sufro...
Porque en vez de castigarte,
Y gozar con tu tormento,
Mi noble sufrimiento
Será tu redención.",Francisco CANARO,Ernesto Fama,,Sufro (TANGO),https://www.el-recodo.com/music?id=04834&lang=en
,,Antonio D´Alessandro y Nicolás D´Alessandro,,Antonio D´Alessandro y Nicolás D´Alessandro,1944-01-03,,"Al costado del camino,
La carreta abandonada
Alza los brazos al cielo
Y parece que rezara,
Las angustias de su anhelo

Yo también, abandonado,
He quedado sin amores
En la senda del olvido,
Los recuerdos, de un pasado que se fue
Traen consuelo a mi dolor.

Soy, como la vieja carreta
Que, abandonada dejaron,
Igual a ella estoy solo
Sin esperanza en el alma,
Hoy, como la vieja carreta
Ya, enmudeció mi canción.",Francisco CANARO,Eduardo Adrian,,Vieja carreta (TANGO),https://www.el-recodo.com/music?id=04835&lang=en
,,José María Contursi,,Mariano Mores,1941-05-09,,"¡Qué ganas de llorar en esta tarde gris!
En su repiquetear la lluvia habla de ti...
Remordimiento de saber
que por mi culpa, nunca,
vida, nunca te veré.
Mis ojos al cerrar te ven igual que ayer,
temblando, al implorar de nuevo mi querer...
¡Y hoy es tu voz que vuelve a mí
en esta tarde gris!

Ven
—triste me decías–,
que en esta soledad
no puede más el alma mía...
Ven
y apiádate de mi dolor,
que estoy cansada de llorarte,
sufrir y esperarte
y hablar siempre a solas
con mi corazón.
Ven,
pues te quiero tanto,
que si no vienes hoy
voy a quedar ahogada en llanto...
No,
no puede ser que viva así,
con este amor clavado en mí
como una maldición.

No supe comprender tu desesperación
y alegre me alejé en alas de otro amor...
¡Qué solo y triste me encontré
cuando me vi tan lejos
y mi engaño comprobé!
Mis ojos al cerrar te ven igual que ayer,
temblando, al implorar de nuevo mi querer...
¡Y hoy es tu voz que sangra en mí,
en esta tarde gris!",Francisco CANARO,Francisco Amor,,En esta tarde gris (TANGO),https://www.el-recodo.com/music?id=04836&lang=en
,,Francisco Brancatti,,Rafael Iriarte,1927-11-16,,"¿Han venido a prenderme? Ya estoy listo.
La cárcel a los hombres no hace mal.
¡Aquí me tienen! ¡Yo no me resisto!
¡Estoy vengado! ¡Soy el criminal!
¡Al fin pude ahogar mis hondas penas!
¡Qué importa de las otras que vendrán!
Yo no he de lamentar mis horas buenas,
las malas, como vienen ya se irán.

Antes, permitan que estampe,
un beso a mi pobre hijita;
que ha quedado huerfanita,
en el seno del hogar.
¡Venga un abrazo, mi nena!,
quédese con la vecina;
su padre va hasta la esquina,
prontito ha de regresar.

¡Vamos, pronto, oficial! ¡Y no se asombre,
del llanto que en mis ojos usted ve!
¡He dicho que la cárcel es para el hombre,
y allá voy, aunque en ella moriré!...
¡Es que pienso en este ángel que yo dejo
y mis lágrimas vierto sin querer!...
Por lo demás, yo digo, mi pellejo
bien sé poco y nada ha de valer.
¡Mañana, cuando ella moza,
sepa el final de la madre
que no piense que fue el padre,
un borracho, un criminal!
Díganle que yo la he muerto,
porque fue una libertina:
¡haga el favor, mi vecina!
¡Vamos, señor oficial!",Francisco CANARO,Instrumental,,Justicia criolla (TANGO),https://www.el-recodo.com/music?id=04837&lang=en
,,Luis Rubistein,,Luis Rubistein,1944-06-07,,"Tu corazón era un tango
y un bandoneón tus caderas.
Lloraba un tango en tu alma,
dormido en las sombras de tus ojeras 
Dolor de Boedo y Chiclana
sobre tus ojos de cielo.
Dolor gritando en la vincha
carmín de tu pelo y en tu canción.

Rosa de tango,
tu taconear en la vereda.
Rosa de tango,
como el piropo que te enreda.
Todos tus caminos eran tangos,
canto retorcido en un compás.
Y aquella noche,
como en la historia de Esthercita,
veinte abriles y una cita
te alejaron para siempre de mi arrabal.

Con funerales de tangos
lloró mi barrio tu olvido.
Quedó tu sueño distante
y un interrogante:
¿por qué te has ido?

Tu corazón era un tango
como farol de cortada.
¿Dónde andarán, mariposa,
tu boca pintada y tu canción?",Francisco CANARO,Carlos Roldan,,Rosa de tango (TANGO),https://www.el-recodo.com/music?id=04838&lang=en
,,,,Francisco Canaro,1929-12-17,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Pájaro azul (TANGO FANTASIA),https://www.el-recodo.com/music?id=04839&lang=en
,,Homero Manzi,,Charlo,1935-10-22,,"Playas del fracaso conquisté en su olvido,
me enredó a los vientos de su mal amor;
en medio de angustias ahogué mis gemidos
y en otros amores curé mi dolor.
Se quebró el encanto de mis ilusiones,
el mejor amigo me jugó traición,
pero con el ruido de otras diversiones
aturdí las penas de mi corazón.

Ocultá tu rencor,
escondé tu penar;
hacé como hice yo
que en mi propio dolor
encontré la esperanza.
Olvidar es vivir,
perdonar es querer
y es mejor buscar la fe en el porvenir
que andar penando por las huellas del ayer.

Aprendí a los tumbos que la marcha es dura,
me curtí de ausencias y la perdoné.
Sueños de horizontes restan amargura,
cantos de esperanza entonan la fe.
Y por eso, cuando me dejó el destino
aplastao de pena, roto en mi ambición,
entregué mis pasos al sol del camino
sin más compañero que mi corazón.",Francisco CANARO,Roberto Maida,,Horizontes (TANGO),https://www.el-recodo.com/music?id=04840&lang=en
,,José Bohr,,José Bohr,1941-10-22,,"Anoche soñé
Que tú me querías,
Anoche soñé
Que tú me besabas.
Anoche soñé
Que en ese beso,
Toda tu alma
Tú me entregabas.

Anoche soñé
Que tú me querías,
Anoche soñé
Que tú me besabas.
Y por soñar
Sueños tan divinos,
Maldije la voz
Que me despertaba.

Cuando una chica ama a un joven así
Como te amo a ti, mi amor,
Sueña de noche y de día, el calor
De tu boca en flor... en flor...",Francisco CANARO,Eduardo Adrian,,Anoche soñé (VALS),https://www.el-recodo.com/music?id=04841&lang=en
,,,,Manuel Campoamor,1945-12-28,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,La metralla (TANGO),https://www.el-recodo.com/music?id=04842&lang=en
,,Manuel Romero,,Francisco Canaro,1939-09-11,,"Desengañada
vas por la vida;
abandonada
y el alma herida.
Y hay en tu mirada
un triste desencanto,
que con mi canto
yo he de borrar.

Tu alma pide amor
y en el fondo de él
encontró dolor
y amargura cruel.
Y como una flor
te has de marchitar
sin otro consuelo que llorar.

Suavemente, suavemente,
como canta el ruiseñor,
yo quisiera saber cantar
el poema de tu dolor;
y en tus labios poder calmar
esta sed de profundo amor
que sentí palpitar cuando vi
de tus ojos oscuros la luz brillar.",Francisco CANARO,Ernesto Fama,,Abandonada (TANGO),https://www.el-recodo.com/music?id=04843&lang=en
,,Carlos Mauricio Pacheco,,Enrique Saborido,1929-06-04,,"Allá en la casta apartada
donde cantan las espumas
el misterio de las brumas
y los secretos del mar,
yo miraba los caprichos
ondulantes de las olas
llorando mi pena a solas:
mi consuelo era el mirar.

Desde entonces en mi frente
como un insondable enigma
llevo patente el estigma
de este infinito pesar.
Desde entonces en mis ojos
está la sombra grabada
de mi tarde desolada:
en mis ojos está el mar.

Ya no tendré nunca aquellos
tintes suaves de mi aurora
aunque quizás se atesora
toda su luz en mis ojos.
Ya nunca veré mis playas
ni aspiraré de las lomas
los voluptuosos aromas
de mis flores uruguayas.",Francisco CANARO,Instrumental,,Felicia (TANGO),https://www.el-recodo.com/music?id=04844&lang=en
,,Ricardo Duggan,,Juan Canaro,1942-11-18,,"Cantando se van las penas
y es por eso que yo canto,
si mi corazón no llora
es porque estoy ahogado en llanto...
Acércate vida mía
que estoy muriendo de amor... Sí.
Cantando se van las penas
y por eso canto yo.

Yo fui sincero
y siempre supe quererte,
si tú llegas a olvidarme
antes prefiero la muerte.
No llores mi alma 
que tu dolor me tortura,
lo que pasó ya no importa
lo que yo quiero es tu amor.

Cantando se van las penas
y es por eso que yo canto,
si tu no sabes quererme
para qué te quiero tanto...
No te vayas vida mía
que me muero de dolor... Sí.
Cantando se van las penas
y por eso canto yo.",Francisco CANARO,Eduardo Adrian,,Cantando se van las penas (TANGO),https://www.el-recodo.com/music?id=04845&lang=en
,,Carlos Pesce,,Juan Canaro,1941-06-19,,"Suena tango compañero,
suena que quiero cantar,
porque esta noche la espero
y sé que no ha de llegar.
Y en esta copa de ajenjo
en vano pretendo mis penas ahogar.
Suena tango compañero,
suena que quiero llorar.

Pensar que la quise tanto
y embrujao por sus encantos
hoy perdí la dignidad.
Soy un borracho perdido
que en la copa del olvido
busca su felicidad.
Son caprichos del destino,
que lo quiso una mujer,
si está marcado mi sino
quién sabe si ha de volver...
¡Pero yo la esperaré!

Suena tango compañero,
como una recordación.
Si lloro porque la quiero,
son cosas del corazón.
Sirva otra copa de ajenjo
que a nadie le importa si quiero tomar.
Porque esta noche la espero
y sé que no ha de llegar.",Francisco CANARO,Francisco Amor,,Copa de ajenjo (TANGO),https://www.el-recodo.com/music?id=04846&lang=en
,,José Fernández,,Juan Maglio,1929-04-03,,"Rodaste vos también hermano,
Rodaste lo mismo que yo,
Por esa infiel, lloró mi corazón
Y más de un varón sufrió.
Dejala, perdela te pido,
Dejala, cual yo la dejé,
Te juro, lloré, por quererla con fe
Y muy caro, pagué
Mi metejón.

Ha de perderse en la ruta
Esa muñequita brava,
Nació para ser fayuta
Colombina desalmada,
Y entre los brazos de otro
Se va jugando la vida.
Dejala, que está perdida,
Su mal, ya lo pagará.

Qué noche de dolor, hermano,
No puedo aguantarla más.
Quisiera quemar
Con veneno, ¡Patrón!,
Ya que mi corazón cedió.
Pulpero, sirva más caña,
Que quiero mis penas matar,
Por esa vil mujer
Hasta llegué a perder,
Mi nombre de varón
Porque lloré.",Francisco CANARO,Charlo,,Cuando llora el corazón (TANGO),https://www.el-recodo.com/music?id=04847&lang=en
,,Manuel Romero,,Francisco Canaro,1953-03-11,,"¿Te acordás, hermano? ¡Qué tiempos aquéllos!
Eran otros hombres más hombres los nuestros.
No se conocían cocó ni morfina,
los muchachos de antes no usaban gomina.
¿Te acordás, hermano? ¡Qué tiempos aquéllos!
¡Veinticinco abriles que no volverán!
Veinticinco abriles, volver a tenerlos,
si cuando me acuerdo me pongo a llorar.

¿Dónde están los muchachos de entonces?
Barra antigua de ayer ¿dónde está?
Yo y vos solos quedamos, hermano,
yo y vos solos para recordar...
¿Dónde están las mujeres aquéllas,
minas fieles, de gran corazón,
que en los bailes de Laura peleaban
cada cual defendiendo su amor?

¿Te acordás, hermano, la rubia Mireya,
que quité en lo de Hansen al loco Cepeda?
Casi me suicido una noche por ella
y hoy es una pobre mendiga harapienta.
¿Te acordás, hermano, lo linda que era?
Se formaba rueda pa' verla bailar...
Cuando por la calle la veo tan vieja
doy vuelta la cara y me pongo a llorar.",Francisco CANARO,Alberto Arenas,,Tiempos viejos (TANGO),https://www.el-recodo.com/music?id=04848&lang=en
,,Ángel Greco,,Ángel Greco,1933-02-23,,"Vayan parando 'El Chamuyo'
van a cantar 'Mano a Mano',
'Lorenzo' y 'El entrerriano',
payadores 'De Mi Flor'.
Saldrá el 'Sentimiento criollo'
enancao a 'El Pensamiento'
sobre 'El Flete' de 'Un lamento'
que va buscando un amor.

¿Dónde te fuiste, tango
que te busco siempre
y no te puedo 'hayar'?
Te juro por mi vieja
que si no te encuentro
me pongo a 'yorar'.
Fui por Florida ayer
y por Corrientes hoy,
me han informado
que te habías piantado
con tu bandoneón.
Pero yo sé que vos
no aguantarás el tren,
'naipe marcado'
cuando ya es junado
tiene que rajar.
¿Dónde te fuiste, tango
que te busco siempre
y no te puedo 'hayar'?

Terminaron 'La payada'
Y 'El taita' con su pericia
pide a la 'Pampa' 'Felicia'
que se quite el 'Zorro gris'
y baile 'Derecho viejo'
con el gran 'Rodríguez Peña'
para que el 'Alma porteña'
resurja grande y feliz.",Francisco CANARO,Ernesto Fama,,Naipe marcado (TANGO),https://www.el-recodo.com/music?id=04849&lang=en
,,Julio Navarrine,,Carlos Vicente Geroni Flores,1927-08-20,,"¿Me da su permiso, señor comisario?
Disculpe si vengo tan mal entrazao,
yo soy forastero y he caido al Rosario,
trayendo en los tientos un güen entripao.
Acaso usted piense que soy un matrero,
yo soy gaucho honrado a carta cabal,
no soy un borracho ni soy un cuatrero;
¡Señor comisario... yo soy criminal!...

¡Arrésteme, sargento,
y póngame cadenas!...
¡Si soy un delincuente,
que me perdone Dios!

Yo he sido un criollo güeno,
me llamo Alberto Arenas.
¡Señor... me traicionaban,
y los maté a los dos!
Mi china fue malvada,
mi amigo era un sotreta;
cuando me fui a otro pago
me basureó la infiel.
Las pruebas de la infamia
las traigo en la maleta:
¡las trenzas de mi china
y el corazón de él!

¡Párese, sargento, que no me retobo!...
Yo quiero que sepan la verdad de a mil...
La noche era oscura como boca'e lobo;
Testigo, solito, la luz de un candil.
Total, casi nada: un beso en la sombra...
Dos cuerpos cayeron, y una maldición;
y allí, comisario, si usted no se asombra,
yo encontré dos vainas para mi facón.

¡Arrésteme, sargento,
y póngame cadenas!...
¡Si soy un delincuente,
que me perdone Dios!",Francisco CANARO,Instrumental,,A la luz del candil (TANGO),https://www.el-recodo.com/music?id=04850&lang=en
,,Guillermo Posadas,,Guillermo Posadas,1939-03-30,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Francisco Amor,,La zandunga (CANCION VALS),https://www.el-recodo.com/music?id=04851&lang=en
,,,,Juan de Dios Filiberto,1927-09-07,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Saturnia (TANGO),https://www.el-recodo.com/music?id=04852&lang=en
,,Julio Navarrine,,Rafael Iriarte,1930-10-22,,"Escucha, mujer hermosa
De mi guitarra, las quejas,
Que se enredan en tus rejas
Como madreselva en flor.
Mañana cuando despiertes
Levántate a recogerlas,
Que son cascadas de perlas
Del manantial de mi amor.

Yo quiero en mis cantares 
Brindarte el alma mía,
Mi corazón ardiente
Mi vida y mi ilusión.
Y entre las notas tristes
De mi melancolía,
Desparramar suspiros 
De eterna adoración.
Las brisas de la noche
Mitigan mi quebranto,
Escucha mis plegarias
Ten compasión de mí,
Que mientras tú dormitas
Yo riego con mi llanto,
Las cuerdas de mi lira
Que lloran para ti...

Al despedirme, hada blanca
Dejo al pie de tu ventana,
Mi trova, la más galana
Empapada de arrebol.
Y en ella te dejo el alma
Mi cariño, el más ferviente,
Que caerá sobre tu frente
Como una lluvia de sol.",Francisco CANARO,Charlo,,Noches de plata (VALS),https://www.el-recodo.com/music?id=04853&lang=en
,,Juan Andrés Caruso,,Roberto Firpo,1927-05-05,,"Peregrino y soñador,
cantar
quiero mi fantasía
y la loca poesía
que hay en mi corazón,
y lleno de amor y de alegría,
volcaré mi canción.

Siempre sentí
la dulce ilusión,
de estar viviendo
mi pasión.

Si es que vivo lo que sueño,
yo sueño todo lo que canto,
por eso mi encanto
es el amor.
Mi pobre alma de bohemio
quiere acariciar
y como una flor
perfumar.

Y en mis noches de dolor,
a hablar
me voy con las estrellas
y las cosas más bellas,
despierto he de soñar,
porque le confío a ellas
toda mi sed de amar.

Siempre sentí
la dulce ilusión,
de estar viviendo
mi pasión.

Yo busco en los ojos celestes
y renegridas cabelleras,
pasiones sinceras,
dulce emoción.
Y en mi triste vida errante
llena de ilusión,
quiero dar todo
mi corazón.",Francisco CANARO,Instrumental,,Alma de bohemio (TANGO),https://www.el-recodo.com/music?id=04854&lang=en
,,Homero Manzi,Juan Andrés Caruso,Francisco Canaro,1930-04-11,,"En un ranchito de Alsina
tengo el hogar de mi vida,
con cerco de cina-cina
y corredor de glicinas.
Hay un aljibe pintado,
bajo un parral de uva rosa,
y una camelia mimosa
temblando sobre el brocal.

Y allí también estás frisón
y eres mi lujo de cuarteador.
Rocín feliz, de crin azul,
famoso por todo el sur.
Cuando el domingo asolea
por no hacer de perezoso,
traigo el balde desde el pozo
y refresco el corredor.
Y aprovechando el fresquito
me siento bajo la parra
y al compás de mi guitarra
canto décimas de amor.

En mi ranchito de Alsina
paso tranquilo las horas,
junto al amor de la china,
que me respeta y me adora.
Y, entre su amor y las cosas
que adornan toda mi suerte,
temo, nomás, que la muerte
me saque de ese rincón.",Francisco CANARO,Instrumental,,Nobleza de arrabal (TANGO),https://www.el-recodo.com/music?id=04855&lang=en
