title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
Percal,MIguel Caló,1965,tango,Musica: Domingo Federico - Letra: Homero Expósito,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Lucho Gatica_Percal.mp3",False,False,0,False,False,False
Sin palabras,Miguel Caló / Lucho Gatica,1965,tango,Musica: Mariano Mores - Letra: Enrique Santos Discepolo,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Lucho Gatica_Sin palabras.mp3",False,False,0,False,False,False
Uno,MIguel Caló,1965,tango,Musica: Mariano Mores - Letra: Enrique Santos Discepolo,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Lucho Gatica_Uno.mp3",False,False,0,False,False,False
Ahora no me conocés,Miguel Caló / Marga Fontana,1965,tango,Musica: Armando Baliotti - Letra: Carlos Giampetruzzi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontana_Ahora no me conoces.mp3",False,False,0,False,False,False
Confesión,Miguel Caló / Marga Fontana,1965,tango,Musica: Enrique Santos Discepolo - Letra: Enrique Santos Discepolo y Luis César Amadori,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontana_Confesion.mp3",False,False,0,False,False,False
En esta tarde gris,Miguel Caló / Marga Fontana,1965,tango,Musica: Mariano Mores - Letra: José María Contursi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontana_En esta tarde gris.mp3",False,False,0,False,False,False
Mi Buenos Aires querido,Miguel Caló / Marga Fontana,1965,tango,Musica: Carlos Gardel - Letra: Alfredo Le Pera,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontana_Mi Buenos Aires Querido.mp3",False,False,0,False,False,False
Volver,Miguel Caló / Marga Fontana,1965,tango,Musica: Carlos Gardel - Letra: Alfredo Le Pera,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontana_Volver.mp3",False,False,0,False,False,False
Gricel,Miguel Caló / Marga Fontana,1965,tango,Musica: Mariano Mores - Letra: José María Contursi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Marga Fontan_Gricel.mp3",False,False,0,False,False,False
A media luz,MIguel Caló,1965,tango,Musica: Edgardo Donato - Letra: Carlos Lenzi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_A media luz.mp3",False,False,0,False,False,False
Al compas del corazon,MIguel Caló,1965,tango,Musica: Domingo Federico - Letra: Homero Expósito,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Al compas del corazon.mp3",False,False,0,False,False,False
Dónde estás corazón,Miguel Caló / Raúl Del Mar y Héctor Gagliardi,1965,tango,Musica: Luis Martínez Serrano y Augusto Berto - Letra: Luis Martínez Serrano,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Donde estas corazon.mp3",False,False,0,False,False,False
La última copa,Miguel Caló / Raúl Del Mar y Héctor Gagliardi,1965,tango,Musica: Francisco Canaro - Letra: Juan Andrés Caruso,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_La ultima copa.mp3",False,False,0,False,False,False
Lo han visto con otra,Miguel Caló / Raúl Del Mar y Héctor Gagliardi,1965,tango,Musica: Horacio Pettorossi - Letra: Horacio Pettorossi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Lo han visto con otra.mp3",False,False,0,False,False,False
Malena,MIguel Caló,1965,tango,Musica: Lucio Demare - Letra: Homero Manzi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Malena.mp3",False,False,0,False,False,False
Mano a mano,MIguel Caló,1965,tango,Musica: Carlos Gardel - Letra: Celedonio Flores,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Mano a mano.mp3",False,False,0,False,False,False
Melodía de arrabal,Miguel Caló / Raúl Del Mar y Héctor Gagliardi,1965,tango,Musica: Carlos Gardel - Letra: Alfredo Le Pera y Mario Battistella,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Melodia de arrabal.mp3",False,False,0,False,False,False
Nada,Miguel Caló / Raúl Del Mar y Héctor Gagliardi,1965,tango,Musica: José Dames - Letra: Horacio Sanguinetti,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar(Recitado Héctor Gagliardi)_Nada.mp3",False,False,0,False,False,False
Percal,MIguel Caló,1965,tango,Musica: Domingo Federico - Letra: Homero Expósito,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Raul del Mar-Raul del Mar(Recitado Héctor Gagliardi)_Percal.mp3",False,False,0,False,False,False
Ante del adios,MIguel Caló,1965,tango,Musica: Roberto Nievas Blanco - Letra: Eugenio Majul,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Roberto Luque_Ante del adios.mp3",False,False,0,False,False,False
Malena,MIguel Caló,1965,tango,Musica: Lucio Demare - Letra: Homero Manzi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Roberto Luque_Malena.mp3",False,False,0,False,False,False
Que falta que me hacés,Miguel Caló / Roberto Luque,1965,tango,Musica: Armando Pontier y Miguel Caló - Letra: Federico Silva,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Roberto Luque_Que falta que me haces.mp3",False,False,0,False,False,False
Soñar y nada mas,Miguel Caló / Roberto Luque,1965,tango vals,Musica: Francisco Canaro - Letra: Ivo Pelay,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Roberto Luque_Soñar y nada mas.mp3",False,False,0,False,False,False
Vuelves hoy,Miguel Caló / Roberto Luque,1965,tango,Musica: ? - Letra: ?,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1965_Caló - Roberto Luque_Vuelves hoy.mp3",False,False,0,False,False,False
Elegante papirusa,Miguel Caló,1966-09-05,tango,Musica: Tito Roccatagliata,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Instr_Elegante papirusa.flac",False,False,0,False,False,False
No fue ninguno de los dos,Miguel Caló / Miguel Montero,1966-06-02,tango,Musica: Roberto Vallejos - Letra: Leopoldo Díaz Vélez,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Miguel Montero_No fue ninguno de los dos.mp3",False,False,0,False,False,False
Solitaria,Miguel Caló / Miguel Montero,1966-06-02,tango vals,Musica: ? - Letra: ?,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Miguel Montero_Solitaria.mp3",False,False,0,False,False,False
Canción de rango (Pa' que se callen),Miguel Caló / Roberto Rufino,1966-10-03,tango,Musica: Raúl Kaplún - Letra: José María Suñé,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Canción de rango.flac",False,False,0,False,False,False
Duelo criollo,Miguel Caló / Roberto Rufino,1966-10-03,tango,Musica: Juan Rezzano - Letra: Lito Bayardo,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Duelo criollo.mp3",False,False,0,False,False,False
